,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
,5:53 AM,76 F,68 F,76 %,WSW,12 mph,21 mph,29.09 in,0.0 in,Light Rain
,6:07 AM,76 F,68 F,76 %,SW,14 mph,0 mph,29.11 in,0.0 in,T-Storm
,6:22 AM,77 F,68 F,74 %,SSW,15 mph,0 mph,29.13 in,0.0 in,Light Rain
,6:38 AM,73 F,71 F,93 %,SSW,13 mph,24 mph,29.12 in,0.0 in,Light Rain
,6:53 AM,73 F,71 F,93 %,SSW,13 mph,0 mph,29.11 in,0.0 in,Light Rain
,7:53 AM,73 F,72 F,96 %,SSW,12 mph,0 mph,29.13 in,0.0 in,Fair
,8:53 AM,79 F,72 F,79 %,WSW,18 mph,25 mph,29.15 in,0.0 in,Light Rain
,9:39 AM,78 F,66 F,66 %,W,16 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
,9:53 AM,78 F,65 F,64 %,W,18 mph,24 mph,29.18 in,0.0 in,Partly Cloudy
,10:53 AM,79 F,66 F,64 %,W,16 mph,0 mph,29.20 in,0.0 in,Mostly Cloudy
,11:53 AM,82 F,64 F,54 %,W,18 mph,24 mph,29.21 in,0.0 in,Partly Cloudy
,12:53 PM,81 F,61 F,50 %,W,16 mph,0 mph,29.20 in,0.0 in,Fair
,1:53 PM,81 F,55 F,41 %,W,13 mph,0 mph,29.21 in,0.0 in,Fair
,2:53 PM,79 F,51 F,38 %,WNW,16 mph,22 mph,29.23 in,0.0 in,Fair
,3:53 PM,75 F,52 F,44 %,NW,12 mph,0 mph,29.24 in,0.0 in,Fair
,4:53 PM,72 F,54 F,53 %,WNW,10 mph,0 mph,29.27 in,0.0 in,Fair
,5:53 PM,68 F,52 F,56 %,NW,12 mph,0 mph,29.30 in,0.0 in,Fair
,6:53 PM,65 F,53 F,65 %,NNW,10 mph,0 mph,29.33 in,0.0 in,Fair
,7:53 PM,66 F,52 F,60 %,NNW,10 mph,0 mph,29.37 in,0.0 in,Fair
,8:53 PM,64 F,52 F,65 %,NNW,8 mph,0 mph,29.39 in,0.0 in,Fair
,9:53 PM,63 F,51 F,65 %,N,15 mph,22 mph,29.40 in,0.0 in,Fair
,10:53 PM,60 F,50 F,69 %,N,14 mph,0 mph,29.40 in,0.0 in,Fair
9/22/2018,11:53 PM,60 F,50 F,69 %,N,12 mph,0 mph,29.41 in,0.0 in,Fair
,12:53 AM,59 F,49 F,69 %,N,10 mph,0 mph,29.42 in,0.0 in,Fair
,1:53 AM,58 F,49 F,72 %,N,10 mph,0 mph,29.42 in,0.0 in,Fair
,2:53 AM,57 F,48 F,72 %,NNE,9 mph,0 mph,29.43 in,0.0 in,Fair
,3:53 AM,56 F,47 F,72 %,NNE,8 mph,0 mph,29.43 in,0.0 in,Fair
,4:53 AM,55 F,47 F,74 %,NNE,9 mph,0 mph,29.45 in,0.0 in,Fair
,5:53 AM,55 F,47 F,74 %,NNE,8 mph,0 mph,29.45 in,0.0 in,Fair
,6:53 AM,56 F,49 F,77 %,NE,12 mph,0 mph,29.46 in,0.0 in,Fair
,7:53 AM,57 F,49 F,74 %,ENE,10 mph,0 mph,29.47 in,0.0 in,Fair
,8:53 AM,58 F,47 F,67 %,NE,13 mph,0 mph,29.47 in,0.0 in,Fair
,9:53 AM,60 F,47 F,62 %,E,10 mph,0 mph,29.47 in,0.0 in,Fair
,10:53 AM,63 F,48 F,58 %,E,9 mph,0 mph,29.46 in,0.0 in,Fair
,11:53 AM,64 F,50 F,60 %,E,7 mph,0 mph,29.43 in,0.0 in,Fair
,12:53 PM,64 F,50 F,60 %,ENE,5 mph,0 mph,29.41 in,0.0 in,Fair
,1:53 PM,66 F,51 F,59 %,E,6 mph,0 mph,29.39 in,0.0 in,Fair
,2:53 PM,68 F,50 F,52 %,NE,8 mph,0 mph,29.38 in,0.0 in,Fair
,3:53 PM,68 F,50 F,52 %,NE,7 mph,0 mph,29.37 in,0.0 in,Fair
,4:53 PM,66 F,50 F,56 %,ENE,7 mph,0 mph,29.37 in,0.0 in,Fair
,5:53 PM,60 F,51 F,72 %,E,6 mph,0 mph,29.36 in,0.0 in,Fair
,6:53 PM,56 F,50 F,80 %,E,5 mph,0 mph,29.38 in,0.0 in,Fair
,7:53 PM,55 F,50 F,83 %,ENE,7 mph,0 mph,29.38 in,0.0 in,Fair
,8:53 PM,53 F,50 F,89 %,ENE,6 mph,0 mph,29.38 in,0.0 in,Fair
,9:53 PM,51 F,49 F,92 %,ENE,5 mph,0 mph,29.37 in,0.0 in,Fair
,10:53 PM,51 F,49 F,92 %,NE,6 mph,0 mph,29.36 in,0.0 in,Fair
9/23/2018,11:53 PM,50 F,49 F,96 %,NE,6 mph,0 mph,29.35 in,0.0 in,Fair
,12:53 AM,51 F,50 F,96 %,ENE,6 mph,0 mph,29.33 in,0.0 in,Fair
,1:53 AM,51 F,50 F,96 %,ENE,7 mph,0 mph,29.32 in,0.0 in,Fair
,2:53 AM,51 F,50 F,96 %,ENE,7 mph,0 mph,29.32 in,0.0 in,Fair
,3:53 AM,52 F,50 F,93 %,NE,7 mph,0 mph,29.32 in,0.0 in,Fair
,4:53 AM,51 F,50 F,96 %,NE,8 mph,0 mph,29.33 in,0.0 in,Fair
,5:53 AM,50 F,49 F,96 %,NE,7 mph,0 mph,29.34 in,0.0 in,Fair
,6:53 AM,53 F,51 F,93 %,ENE,7 mph,0 mph,29.35 in,0.0 in,Fair
,7:53 AM,58 F,54 F,87 %,ENE,9 mph,0 mph,29.35 in,0.0 in,Fair
,8:53 AM,63 F,55 F,75 %,ENE,7 mph,0 mph,29.36 in,0.0 in,Fair
,9:53 AM,69 F,54 F,58 %,NE,12 mph,0 mph,29.34 in,0.0 in,Fair
,10:53 AM,73 F,53 F,49 %,ENE,13 mph,17 mph,29.33 in,0.0 in,Fair
,11:53 AM,75 F,50 F,41 %,E,10 mph,18 mph,29.31 in,0.0 in,Fair
,12:53 PM,77 F,47 F,34 %,E,10 mph,0 mph,29.29 in,0.0 in,Fair
,1:53 PM,78 F,47 F,33 %,E,9 mph,0 mph,29.27 in,0.0 in,Fair
,2:53 PM,79 F,51 F,38 %,NE,8 mph,0 mph,29.25 in,0.0 in,Fair
,3:53 PM,78 F,51 F,39 %,E,13 mph,0 mph,29.24 in,0.0 in,Fair
,4:53 PM,76 F,52 F,43 %,E,8 mph,0 mph,29.24 in,0.0 in,Fair
,5:53 PM,69 F,52 F,54 %,ENE,7 mph,0 mph,29.25 in,0.0 in,Fair
,6:53 PM,66 F,52 F,60 %,NE,7 mph,0 mph,29.25 in,0.0 in,Fair
,7:53 PM,65 F,52 F,63 %,ENE,8 mph,0 mph,29.26 in,0.0 in,Fair
,8:53 PM,63 F,51 F,65 %,ENE,7 mph,0 mph,29.26 in,0.0 in,Fair
,9:53 PM,61 F,52 F,72 %,ENE,8 mph,0 mph,29.27 in,0.0 in,Fair
,10:53 PM,59 F,52 F,78 %,ENE,8 mph,0 mph,29.27 in,0.0 in,Fair
9/24/2018,11:53 PM,59 F,53 F,81 %,ENE,8 mph,0 mph,29.26 in,0.0 in,Fair
,12:53 AM,59 F,53 F,81 %,ENE,9 mph,0 mph,29.26 in,0.0 in,Fair
,1:53 AM,59 F,53 F,81 %,ENE,8 mph,0 mph,29.25 in,0.0 in,Fair
,2:14 AM,59 F,53 F,81 %,ENE,9 mph,0 mph,29.25 in,0.0 in,Mostly Cloudy
,2:53 AM,60 F,53 F,78 %,ENE,8 mph,0 mph,29.24 in,0.0 in,Cloudy
,3:53 AM,61 F,56 F,83 %,E,7 mph,0 mph,29.23 in,0.0 in,Cloudy
,4:53 AM,62 F,56 F,80 %,E,8 mph,0 mph,29.23 in,0.0 in,Cloudy
,5:07 AM,62 F,56 F,80 %,E,8 mph,0 mph,29.23 in,0.0 in,Cloudy
,5:53 AM,61 F,56 F,83 %,E,9 mph,0 mph,29.23 in,0.0 in,Cloudy
,6:29 AM,61 F,56 F,83 %,E,8 mph,0 mph,29.23 in,0.0 in,Cloudy
,6:53 AM,62 F,57 F,84 %,E,9 mph,0 mph,29.23 in,0.0 in,Cloudy
,7:53 AM,64 F,59 F,84 %,E,10 mph,0 mph,29.22 in,0.0 in,Cloudy
,8:53 AM,66 F,62 F,87 %,E,13 mph,0 mph,29.23 in,0.0 in,Cloudy
,9:53 AM,68 F,63 F,84 %,E,9 mph,0 mph,29.22 in,0.0 in,Cloudy
,10:34 AM,68 F,65 F,90 %,ESE,8 mph,0 mph,29.21 in,0.0 in,Cloudy
,10:53 AM,68 F,64 F,87 %,SE,12 mph,0 mph,29.21 in,0.0 in,Cloudy
,11:41 AM,72 F,66 F,81 %,ESE,7 mph,0 mph,29.19 in,0.0 in,Cloudy
,11:53 AM,73 F,66 F,79 %,SE,8 mph,0 mph,29.19 in,0.0 in,Cloudy
,12:27 PM,74 F,66 F,76 %,ESE,7 mph,0 mph,29.17 in,0.0 in,Cloudy
,12:53 PM,75 F,66 F,73 %,SE,10 mph,0 mph,29.15 in,0.0 in,Cloudy
,1:53 PM,74 F,67 F,79 %,SSE,9 mph,0 mph,29.14 in,0.0 in,Cloudy
,2:53 PM,75 F,67 F,76 %,SSE,10 mph,0 mph,29.13 in,0.0 in,Cloudy
,3:53 PM,76 F,67 F,74 %,SE,10 mph,0 mph,29.11 in,0.0 in,Cloudy
,4:53 PM,73 F,68 F,84 %,SE,12 mph,0 mph,29.11 in,0.0 in,Cloudy
,5:14 PM,73 F,68 F,84 %,SSE,9 mph,0 mph,29.11 in,0.0 in,Cloudy
,5:53 PM,72 F,69 F,91 %,SSE,7 mph,0 mph,29.12 in,0.0 in,Cloudy
,6:53 PM,71 F,69 F,93 %,SSE,6 mph,0 mph,29.13 in,0.0 in,Cloudy
,7:53 PM,71 F,69 F,93 %,SE,5 mph,0 mph,29.15 in,0.0 in,Cloudy
,8:06 PM,71 F,69 F,93 %,SE,6 mph,0 mph,29.14 in,0.0 in,Cloudy
,8:15 PM,71 F,69 F,93 %,SSE,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,8:53 PM,71 F,69 F,93 %,SSE,7 mph,0 mph,29.15 in,0.0 in,Cloudy
,9:49 PM,70 F,70 F,100 %,SE,6 mph,0 mph,29.15 in,0.0 in,Light Rain
,9:53 PM,70 F,70 F,100 %,SE,7 mph,0 mph,29.14 in,0.0 in,Light Rain
,10:27 PM,69 F,69 F,100 %,SE,6 mph,0 mph,29.14 in,0.0 in,Cloudy
,10:36 PM,70 F,70 F,100 %,SE,5 mph,0 mph,29.14 in,0.0 in,Cloudy
,10:53 PM,70 F,70 F,100 %,SE,7 mph,0 mph,29.13 in,0.0 in,Cloudy
9/25/2018,11:03 PM,70 F,70 F,100 %,SE,7 mph,0 mph,29.13 in,0.0 in,Light Rain
,11:40 PM,70 F,70 F,100 %,SE,6 mph,0 mph,29.13 in,0.0 in,Cloudy
,11:49 PM,70 F,70 F,100 %,SE,7 mph,0 mph,29.12 in,0.0 in,Cloudy
,11:53 PM,70 F,70 F,100 %,SE,6 mph,0 mph,29.12 in,0.0 in,Cloudy
,12:02 AM,70 F,70 F,100 %,SSE,7 mph,0 mph,29.12 in,0.0 in,Cloudy
,12:48 AM,72 F,72 F,100 %,S,10 mph,0 mph,29.12 in,0.0 in,Cloudy
,12:53 AM,71 F,71 F,100 %,S,12 mph,0 mph,29.12 in,0.0 in,Cloudy
,1:22 AM,71 F,71 F,100 %,S,12 mph,0 mph,29.12 in,0.0 in,Cloudy
,1:53 AM,72 F,72 F,100 %,S,12 mph,0 mph,29.11 in,0.0 in,Cloudy
,2:53 AM,72 F,72 F,100 %,SSW,9 mph,0 mph,29.12 in,0.0 in,Cloudy
,3:53 AM,72 F,72 F,100 %,SW,6 mph,0 mph,29.13 in,0.0 in,Cloudy
,4:53 AM,71 F,71 F,100 %,SSW,6 mph,0 mph,29.13 in,0.0 in,Cloudy
,5:13 AM,71 F,71 F,100 %,SW,3 mph,0 mph,29.12 in,0.0 in,Cloudy
,5:51 AM,70 F,70 F,100 %,S,5 mph,0 mph,29.12 in,0.0 in,Fog
,5:53 AM,70 F,70 F,100 %,S,5 mph,0 mph,29.12 in,0.0 in,Fog
,6:10 AM,70 F,70 F,100 %,SSW,3 mph,0 mph,29.12 in,0.0 in,Fog
,6:16 AM,70 F,70 F,100 %,SSW,3 mph,0 mph,29.12 in,0.0 in,Fog
,6:41 AM,70 F,70 F,100 %,S,8 mph,0 mph,29.15 in,0.0 in,Fog
,6:44 AM,70 F,70 F,100 %,S,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,6:53 AM,71 F,71 F,100 %,S,6 mph,0 mph,29.15 in,0.0 in,Cloudy
,7:36 AM,71 F,71 F,100 %,S,9 mph,0 mph,29.15 in,0.0 in,Rain
,7:53 AM,69 F,69 F,100 %,S,12 mph,0 mph,29.15 in,0.0 in,Light Rain
,8:10 AM,68 F,68 F,100 %,SSW,8 mph,0 mph,29.15 in,0.0 in,Cloudy
,8:40 AM,70 F,70 F,100 %,S,6 mph,0 mph,29.16 in,0.0 in,Cloudy
,8:53 AM,70 F,70 F,100 %,S,8 mph,0 mph,29.16 in,0.0 in,Light Rain
,9:14 AM,70 F,70 F,100 %,SE,8 mph,0 mph,29.16 in,0.0 in,Light Rain
,9:23 AM,71 F,71 F,100 %,SSE,7 mph,0 mph,29.15 in,0.0 in,Light Rain
,9:53 AM,72 F,72 F,100 %,S,10 mph,0 mph,29.15 in,0.0 in,Mostly Cloudy
,10:05 AM,73 F,72 F,96 %,S,10 mph,0 mph,29.15 in,0.0 in,Mostly Cloudy
,10:12 AM,73 F,72 F,96 %,S,12 mph,0 mph,29.15 in,0.0 in,Mostly Cloudy
,10:20 AM,73 F,72 F,96 %,S,12 mph,0 mph,29.14 in,0.0 in,Cloudy
,10:53 AM,75 F,72 F,90 %,SSW,6 mph,0 mph,29.12 in,0.0 in,Mostly Cloudy
,11:02 AM,77 F,72 F,84 %,WSW,7 mph,0 mph,29.11 in,0.0 in,Mostly Cloudy
,11:53 AM,82 F,68 F,62 %,S,6 mph,0 mph,29.09 in,0.0 in,Fair
,12:53 PM,84 F,70 F,63 %,S,13 mph,17 mph,29.08 in,0.0 in,Partly Cloudy
,1:53 PM,84 F,67 F,56 %,S,15 mph,0 mph,29.05 in,0.0 in,Partly Cloudy
,2:53 PM,81 F,68 F,65 %,SSW,5 mph,0 mph,29.03 in,0.0 in,Cloudy
,2:59 PM,79 F,69 F,72 %,W,15 mph,0 mph,29.03 in,0.0 in,Light Rain with Thunder
,3:04 PM,74 F,71 F,91 %,WNW,20 mph,0 mph,29.04 in,0.1 in,Heavy T-Storm
,3:14 PM,72 F,69 F,91 %,WNW,26 mph,36 mph,29.04 in,0.3 in,T-Storm / Windy
,3:17 PM,71 F,69 F,93 %,W,18 mph,36 mph,29.05 in,0.5 in,Heavy T-Storm
,3:25 PM,71 F,71 F,100 %,SSW,14 mph,22 mph,29.04 in,0.6 in,Heavy T-Storm
,3:29 PM,72 F,69 F,91 %,S,7 mph,0 mph,29.03 in,0.6 in,T-Storm
,3:33 PM,73 F,69 F,87 %,S,5 mph,0 mph,29.03 in,0.6 in,T-Storm
,3:42 PM,75 F,69 F,82 %,SSW,6 mph,0 mph,29.03 in,0.6 in,Mostly Cloudy
,3:53 PM,76 F,69 F,79 %,SW,7 mph,0 mph,29.03 in,0.6 in,Partly Cloudy
,4:33 PM,76 F,73 F,91 %,SSW,7 mph,0 mph,29.04 in,0.0 in,Thunder
,4:48 PM,75 F,72 F,89 %,S,18 mph,0 mph,29.05 in,0.0 in,Mostly Cloudy
,4:53 PM,73 F,70 F,90 %,SSW,14 mph,0 mph,29.05 in,0.0 in,Mostly Cloudy
,5:53 PM,71 F,68 F,90 %,SSW,10 mph,0 mph,29.05 in,0.0 in,Partly Cloudy
,6:53 PM,71 F,69 F,93 %,S,9 mph,0 mph,29.06 in,0.0 in,Fair
,7:53 PM,72 F,71 F,97 %,SW,9 mph,0 mph,29.08 in,0.0 in,Cloudy
,8:00 PM,70 F,68 F,93 %,NW,23 mph,30 mph,29.10 in,0.1 in,Heavy Rain / Windy
,8:09 PM,68 F,67 F,96 %,NW,15 mph,0 mph,29.10 in,0.2 in,Heavy Rain
,8:24 PM,68 F,68 F,100 %,NNW,9 mph,0 mph,29.11 in,0.2 in,Rain
,8:53 PM,68 F,68 F,100 %,W,5 mph,0 mph,29.12 in,0.2 in,Light Rain
,9:53 PM,67 F,67 F,100 %,W,6 mph,0 mph,29.13 in,0.0 in,Mostly Cloudy
,10:32 PM,67 F,67 F,100 %,WNW,8 mph,0 mph,29.14 in,0.0 in,Mostly Cloudy
,10:53 PM,67 F,67 F,100 %,WNW,15 mph,0 mph,29.15 in,0.0 in,Cloudy
9/26/2018,11:11 PM,65 F,64 F,97 %,NW,14 mph,0 mph,29.16 in,0.0 in,Cloudy
,11:38 PM,64 F,63 F,96 %,NW,10 mph,0 mph,29.17 in,0.0 in,Partly Cloudy
,11:53 PM,64 F,63 F,96 %,NW,8 mph,0 mph,29.17 in,0.0 in,Mostly Cloudy
,12:18 AM,64 F,63 F,96 %,WNW,7 mph,0 mph,29.18 in,0.0 in,Mostly Cloudy
,12:30 AM,64 F,63 F,96 %,NW,10 mph,0 mph,29.18 in,0.0 in,Cloudy
,12:42 AM,63 F,62 F,97 %,NW,12 mph,0 mph,29.18 in,0.0 in,Cloudy
,12:53 AM,63 F,61 F,93 %,NW,13 mph,0 mph,29.19 in,0.0 in,Cloudy
,1:03 AM,63 F,61 F,93 %,NW,12 mph,0 mph,29.19 in,0.0 in,Cloudy
,1:53 AM,61 F,58 F,90 %,NW,16 mph,23 mph,29.21 in,0.0 in,Cloudy
,2:05 AM,60 F,57 F,90 %,NW,13 mph,0 mph,29.21 in,0.0 in,Light Rain
,2:37 AM,59 F,58 F,96 %,NW,8 mph,0 mph,29.21 in,0.0 in,Light Rain
,2:53 AM,58 F,57 F,97 %,NW,14 mph,21 mph,29.23 in,0.0 in,Light Rain
,3:06 AM,58 F,56 F,93 %,NW,14 mph,0 mph,29.22 in,0.0 in,Light Rain
,3:23 AM,57 F,55 F,93 %,NW,15 mph,0 mph,29.25 in,0.0 in,Light Rain
,3:33 AM,57 F,55 F,93 %,NW,14 mph,0 mph,29.24 in,0.0 in,Cloudy
,3:53 AM,57 F,54 F,89 %,NW,13 mph,0 mph,29.24 in,0.0 in,Cloudy
,4:33 AM,56 F,52 F,87 %,NW,15 mph,0 mph,29.26 in,0.0 in,Cloudy
,4:53 AM,55 F,52 F,89 %,NNW,14 mph,0 mph,29.27 in,0.0 in,Mostly Cloudy
,5:53 AM,53 F,50 F,89 %,NW,10 mph,0 mph,29.30 in,0.0 in,Fair
,6:53 AM,53 F,50 F,89 %,NW,12 mph,0 mph,29.31 in,0.0 in,Fair
,7:53 AM,56 F,48 F,75 %,NNW,15 mph,0 mph,29.33 in,0.0 in,Fair
,8:53 AM,60 F,47 F,62 %,NNW,14 mph,0 mph,29.35 in,0.0 in,Fair
,9:53 AM,62 F,48 F,60 %,NNW,12 mph,0 mph,29.35 in,0.0 in,Fair
,10:53 AM,65 F,48 F,54 %,NNW,12 mph,0 mph,29.36 in,0.0 in,Fair
,11:53 AM,68 F,45 F,43 %,N,9 mph,17 mph,29.36 in,0.0 in,Fair
,12:53 PM,68 F,45 F,43 %,VAR,6 mph,0 mph,29.34 in,0.0 in,Fair
,1:53 PM,69 F,43 F,39 %,W,6 mph,0 mph,29.32 in,0.0 in,Fair
,2:53 PM,69 F,41 F,36 %,WNW,8 mph,0 mph,29.32 in,0.0 in,Fair
,3:53 PM,68 F,41 F,37 %,WNW,7 mph,0 mph,29.31 in,0.0 in,Fair
,4:53 PM,67 F,43 F,42 %,W,8 mph,0 mph,29.31 in,0.0 in,Fair
,5:53 PM,60 F,45 F,57 %,NW,6 mph,0 mph,29.32 in,0.0 in,Fair
,6:53 PM,59 F,45 F,60 %,WNW,6 mph,0 mph,29.33 in,0.0 in,Fair
,7:53 PM,57 F,47 F,69 %,WNW,6 mph,0 mph,29.34 in,0.0 in,Fair
,8:53 PM,53 F,48 F,83 %,NNW,5 mph,0 mph,29.34 in,0.0 in,Fair
,9:53 PM,52 F,46 F,80 %,NNW,8 mph,0 mph,29.34 in,0.0 in,Fair
,10:53 PM,52 F,46 F,80 %,NNW,3 mph,0 mph,29.35 in,0.0 in,Fair
9/27/2018,11:53 PM,53 F,46 F,77 %,N,5 mph,0 mph,29.33 in,0.0 in,Fair
,12:53 AM,52 F,46 F,80 %,N,3 mph,0 mph,29.33 in,0.0 in,Fair
,1:53 AM,47 F,46 F,97 %,S,5 mph,0 mph,29.33 in,0.0 in,N/A
,2:53 AM,50 F,47 F,89 %,N,3 mph,0 mph,29.32 in,0.0 in,Fair
,3:53 AM,50 F,48 F,93 %,S,5 mph,0 mph,29.32 in,0.0 in,Fair
,4:53 AM,50 F,49 F,96 %,CALM,0 mph,0 mph,29.32 in,0.0 in,Fair
,5:53 AM,50 F,47 F,89 %,ENE,5 mph,0 mph,29.30 in,0.0 in,Fair
,6:53 AM,50 F,48 F,93 %,CALM,0 mph,0 mph,29.31 in,0.0 in,Fair
,7:53 AM,58 F,47 F,67 %,NE,5 mph,0 mph,29.29 in,0.0 in,Fair
,8:53 AM,63 F,47 F,56 %,VAR,5 mph,0 mph,29.29 in,0.0 in,Fair
,9:53 AM,64 F,46 F,52 %,SSE,5 mph,0 mph,29.27 in,0.0 in,Fair
,10:53 AM,65 F,45 F,48 %,S,12 mph,0 mph,29.27 in,0.0 in,Fair
,11:53 AM,66 F,44 F,45 %,SSW,12 mph,0 mph,29.24 in,0.0 in,Fair
,12:53 PM,67 F,43 F,42 %,S,10 mph,0 mph,29.21 in,0.0 in,Fair
,1:53 PM,67 F,44 F,44 %,S,8 mph,0 mph,29.20 in,0.0 in,Fair
,2:53 PM,69 F,43 F,39 %,WSW,9 mph,0 mph,29.18 in,0.0 in,Fair
,3:53 PM,69 F,41 F,36 %,SW,6 mph,0 mph,29.17 in,0.0 in,Fair
,4:53 PM,67 F,43 F,42 %,SSW,9 mph,0 mph,29.17 in,0.0 in,Fair
,5:53 PM,58 F,44 F,60 %,S,7 mph,0 mph,29.17 in,0.0 in,Fair
,6:53 PM,55 F,45 F,69 %,S,7 mph,0 mph,29.19 in,0.0 in,Fair
,7:53 PM,54 F,47 F,77 %,S,8 mph,0 mph,29.21 in,0.0 in,Fair
,8:53 PM,55 F,48 F,77 %,S,10 mph,0 mph,29.21 in,0.0 in,Fair
,9:53 PM,54 F,48 F,80 %,S,12 mph,0 mph,29.22 in,0.0 in,Fair
,10:53 PM,51 F,48 F,89 %,S,8 mph,0 mph,29.22 in,0.0 in,Fair
9/28/2018,11:53 PM,51 F,48 F,89 %,SSW,8 mph,0 mph,29.23 in,0.0 in,Fair
,12:53 AM,51 F,48 F,89 %,SSW,7 mph,0 mph,29.23 in,0.0 in,Fair
,1:53 AM,51 F,49 F,92 %,SSW,9 mph,0 mph,29.23 in,0.0 in,Fair
,2:53 AM,50 F,49 F,96 %,SSW,8 mph,0 mph,29.23 in,0.0 in,Fair
,3:53 AM,50 F,49 F,96 %,SW,7 mph,0 mph,29.25 in,0.0 in,Fair
,4:53 AM,51 F,50 F,96 %,SW,8 mph,0 mph,29.25 in,0.0 in,Fair
,5:53 AM,48 F,48 F,100 %,SSW,6 mph,0 mph,29.27 in,0.0 in,Fair
,6:53 AM,53 F,52 F,96 %,SSW,7 mph,0 mph,29.28 in,0.0 in,Fair
,7:53 AM,58 F,54 F,87 %,WSW,10 mph,0 mph,29.29 in,0.0 in,Fair
,8:53 AM,63 F,53 F,70 %,WSW,9 mph,0 mph,29.31 in,0.0 in,Fair
,9:53 AM,69 F,52 F,54 %,W,8 mph,0 mph,29.31 in,0.0 in,Fair
,10:53 AM,71 F,49 F,45 %,WSW,8 mph,0 mph,29.31 in,0.0 in,Fair
,11:53 AM,73 F,46 F,38 %,WNW,6 mph,0 mph,29.30 in,0.0 in,Fair
,12:53 PM,75 F,45 F,34 %,WNW,7 mph,0 mph,29.30 in,0.0 in,Fair
,1:53 PM,76 F,45 F,33 %,W,8 mph,0 mph,29.29 in,0.0 in,Fair
,2:53 PM,73 F,49 F,42 %,NW,10 mph,0 mph,29.31 in,0.0 in,Partly Cloudy
,3:53 PM,71 F,48 F,44 %,N,21 mph,25 mph,29.33 in,0.0 in,Mostly Cloudy / Windy
,4:53 PM,61 F,46 F,58 %,N,20 mph,26 mph,29.36 in,0.0 in,Fair
,5:53 PM,56 F,41 F,57 %,N,16 mph,0 mph,29.39 in,0.0 in,Fair
,6:53 PM,53 F,41 F,64 %,N,10 mph,0 mph,29.41 in,0.0 in,Fair
,7:53 PM,51 F,43 F,74 %,N,7 mph,0 mph,29.42 in,0.0 in,Fair
,8:53 PM,51 F,0 F,0 %,N,7 mph,0 mph,29.44 in,0.0 in,Mostly Cloudy
,9:53 PM,51 F,0 F,0 %,N,9 mph,0 mph,29.46 in,0.0 in,Mostly Cloudy
,10:53 PM,50 F,0 F,0 %,N,7 mph,0 mph,29.47 in,0.0 in,Fair
9/29/2018,11:53 PM,49 F,0 F,0 %,N,8 mph,0 mph,29.48 in,0.0 in,Mostly Cloudy
,12:53 AM,48 F,0 F,0 %,N,8 mph,0 mph,29.48 in,0.0 in,Partly Cloudy
,1:53 AM,46 F,0 F,0 %,N,7 mph,0 mph,29.50 in,0.0 in,Fair
,2:53 AM,48 F,0 F,0 %,NNE,7 mph,0 mph,29.50 in,0.0 in,Cloudy
,3:53 AM,49 F,0 F,0 %,NNE,7 mph,0 mph,29.51 in,0.0 in,Cloudy
,4:53 AM,49 F,0 F,0 %,NNE,10 mph,0 mph,29.51 in,0.0 in,Cloudy
,5:53 AM,49 F,0 F,0 %,NNE,6 mph,0 mph,29.53 in,0.0 in,Cloudy
,6:53 AM,49 F,41 F,74 %,NNE,10 mph,0 mph,29.53 in,0.0 in,Cloudy
,7:53 AM,51 F,0 F,0 %,NE,8 mph,0 mph,29.53 in,0.0 in,Cloudy
,8:53 AM,51 F,41 F,68 %,NE,10 mph,0 mph,29.52 in,0.0 in,Cloudy
,9:53 AM,56 F,45 F,67 %,ENE,10 mph,0 mph,29.52 in,0.0 in,Cloudy
,10:53 AM,57 F,43 F,59 %,ENE,7 mph,0 mph,29.51 in,0.0 in,Cloudy
,11:53 AM,57 F,43 F,59 %,E,8 mph,0 mph,29.50 in,0.0 in,Cloudy
,12:53 PM,58 F,44 F,60 %,ENE,10 mph,0 mph,29.47 in,0.0 in,Cloudy
,1:53 PM,59 F,44 F,58 %,ENE,9 mph,0 mph,29.46 in,0.0 in,Cloudy
,2:53 PM,58 F,45 F,62 %,ENE,10 mph,0 mph,29.45 in,0.0 in,Cloudy
,3:53 PM,59 F,45 F,60 %,E,9 mph,0 mph,29.43 in,0.0 in,Cloudy
,4:53 PM,59 F,46 F,62 %,E,12 mph,0 mph,29.41 in,0.0 in,Cloudy
,5:53 PM,58 F,47 F,67 %,E,8 mph,0 mph,29.41 in,0.0 in,Cloudy
,6:53 PM,57 F,48 F,72 %,ENE,7 mph,0 mph,29.41 in,0.0 in,Mostly Cloudy
,7:53 PM,57 F,47 F,69 %,ENE,7 mph,0 mph,29.41 in,0.0 in,Cloudy
,8:53 PM,55 F,48 F,77 %,E,7 mph,0 mph,29.40 in,0.0 in,Fair
,9:53 PM,54 F,48 F,80 %,E,7 mph,0 mph,29.39 in,0.0 in,Fair
,10:53 PM,54 F,48 F,80 %,E,7 mph,0 mph,29.39 in,0.0 in,Fair
9/30/2018,11:53 PM,54 F,49 F,83 %,ESE,7 mph,0 mph,29.39 in,0.0 in,Fair
